,key,path,found_perm,true_perm,correct,overlap
212,d,/Users/jdreiling/Desktop/puck/puck//images/custom/john_honey/high/D/custom_john_honey_high_D_3.jpg,fff,fff,True,3
213,d,/Users/jdreiling/Desktop/puck/puck//images/custom/john_honey/high/D/custom_john_honey_high_D_1.jpg,faf,fff,False,2
214,d,/Users/jdreiling/Desktop/puck/puck//images/custom/john_honey/high/D/custom_john_honey_high_D_0.jpg,fff,fff,True,3
215,d,/Users/jdreiling/Desktop/puck/puck//images/custom/john_honey/short/D/custom_john_honey_short_D_4.jpg,fff,fff,True,3
216,d,/Users/jdreiling/Desktop/puck/puck//images/custom/john_honey/short/D/custom_john_honey_short_D_0.jpg,fff,fff,True,3
217,d,/Users/jdreiling/Desktop/puck/puck//images/custom/john_honey/short/D/custom_john_honey_short_D_1.jpg,ffa,fff,False,2
218,d,/Users/jdreiling/Desktop/puck/puck//images/custom/john_honey/short/D/custom_john_honey_short_D_3.jpg,fff,fff,True,3
219,d,/Users/jdreiling/Desktop/puck/puck//images/custom/john_honey/short/D/custom_john_honey_short_D_2.jpg,ffa,fff,False,2
220,d,/Users/jdreiling/Desktop/puck/puck//images/custom/john_honey/medium/D/custom_john_honey_medium_D_3.jpg,fff,fff,True,3
221,d,/Users/jdreiling/Desktop/puck/puck//images/custom/john_honey/medium/D/custom_john_honey_medium_D_2.jpg,fff,fff,True,3
222,d,/Users/jdreiling/Desktop/puck/puck//images/custom/john_honey/medium/D/custom_john_honey_medium_D_0.jpg,fff,fff,True,3
223,d,/Users/jdreiling/Desktop/puck/puck//images/custom/john_honey/medium/D/custom_john_honey_medium_D_1.jpg,aff,fff,False,2
224,d,/Users/jdreiling/Desktop/puck/puck//images/custom/john_honey/medium/D/custom_john_honey_medium_D_4.jpg,fff,fff,True,3
225,d,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/high/D/custom_jack_cole_high_D_0.jpg,fff,fff,True,3
226,d,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/high/D/custom_jack_cole_high_D_1.jpg,fbf,fff,False,2
227,d,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/high/D/custom_jack_cole_high_D_3.jpg,fbf,fff,False,2
228,d,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/high/D/custom_jack_cole_high_D_2.jpg,bbf,fff,False,1
229,d,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/high/D/custom_jack_cole_high_D_4.jpg,fff,fff,True,3
230,d,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/short/D/custom_jack_cole_short_D_0.jpg,fff,fff,True,3
231,d,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/short/D/custom_jack_cole_short_D_1.jpg,fff,fff,True,3
232,d,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/short/D/custom_jack_cole_short_D_3.jpg,fff,fff,True,3
233,d,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/short/D/custom_jack_cole_short_D_2.jpg,fff,fff,True,3
234,d,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/short/D/custom_jack_cole_short_D_4.jpg,fff,fff,True,3
235,d,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/medium/D/custom_jack_cole_medium_D_4.jpg,fff,fff,True,3
236,d,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/medium/D/custom_jack_cole_medium_D_2.jpg,fff,fff,True,3
237,d,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/medium/D/custom_jack_cole_medium_D_3.jpg,fff,fff,True,3
238,d,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/medium/D/custom_jack_cole_medium_D_1.jpg,fff,fff,True,3
239,d,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/medium/D/custom_jack_cole_medium_D_0.jpg,fff,fff,True,3
