,0,1,2,3,4,5
images_miniset/custom/michaels/short/D/custom_michaels_short_D_0.jpg.2,0.122910917,4,True,True,0.122910917,"[1.4142135623730951, 2.0, 2.0, 2.23606797749979]"
images_miniset/custom/michaels/short/D/custom_michaels_short_D_0.jpg.3,0.131699541,4,True,True,0.131699541,"[1.4142135623730951, 2.0, 2.0, 2.23606797749979]"
images_miniset/custom/michaels/short/D/custom_michaels_short_D_0.jpg.4,0.137773041,4,True,True,0.137773041,"[1.4142135623730951, 2.0, 2.0, 2.23606797749979]"
images_miniset/custom/michaels/short/D/custom_michaels_short_D_0.jpg.5,0.160883333,4,True,True,0.160883333,"[1.4142135623730951, 2.0, 2.0, 2.23606797749979]"
images_miniset/custom/michaels/short/D/custom_michaels_short_D_0.jpg.6,0.211456625,4,True,True,0.211456625,"[1.4142135623730951, 2.0, 2.0, 3.0]"
images_miniset/dark/davids/high/A/dark_davids_high_A_0.jpg.0,0.11118025,4,True,True,0.11118025,"[1.0, 1.0, 1.0, 2.23606797749979]"
images_miniset/dark/davids/high/A/dark_davids_high_A_0.jpg.1,0.114159417,4,True,True,0.114159417,"[1.0, 1.0, 1.0, 2.23606797749979]"
images_miniset/dark/davids/high/A/dark_davids_high_A_0.jpg.2,0.119678917,4,True,True,0.119678917,"[1.0, 1.0, 1.0, 2.23606797749979]"
images_miniset/dark/davids/high/A/dark_davids_high_A_0.jpg.3,0.126455125,4,True,True,0.126455125,"[1.0, 1.0, 1.0, 2.23606797749979]"
images_miniset/dark/davids/high/A/dark_davids_high_A_0.jpg.4,0.129032334,4,True,True,0.129032334,"[1.0, 1.0, 1.0, 2.23606797749979]"
images_miniset/dark/davids/high/A/dark_davids_high_A_0.jpg.5,0.153710417,4,True,True,0.153710417,"[1.0, 1.0, 1.0, 2.23606797749979]"
images_miniset/dark/davids/high/A/dark_davids_high_A_0.jpg.6,0.2207285,4,True,True,0.2207285,"[1.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/dark/davids/high/B/dark_davids_high_B_0.jpg.0,0.111797417,4,True,True,0.111797417,"[1.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/dark/davids/high/B/dark_davids_high_B_0.jpg.1,0.11681725,4,True,True,0.11681725,"[1.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/dark/davids/high/B/dark_davids_high_B_0.jpg.2,0.121212709,4,True,True,0.121212709,"[1.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/dark/davids/high/B/dark_davids_high_B_0.jpg.3,0.129731875,4,True,True,0.129731875,"[1.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/dark/davids/high/B/dark_davids_high_B_0.jpg.4,0.1305795,4,True,True,0.1305795,"[1.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/dark/davids/high/B/dark_davids_high_B_0.jpg.5,0.159741375,4,True,True,0.159741375,"[1.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/dark/davids/high/B/dark_davids_high_B_0.jpg.6,0.227723709,4,True,True,0.227723709,"[1.0, 1.0, 1.0, 1.0]"
images_miniset/dark/davids/high/C/dark_davids_high_C_0.jpg.0,0.11081275,4,True,True,0.11081275,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/dark/davids/high/C/dark_davids_high_C_0.jpg.1,0.116009375,4,True,True,0.116009375,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/dark/davids/high/C/dark_davids_high_C_0.jpg.2,0.120840917,4,True,True,0.120840917,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/dark/davids/high/C/dark_davids_high_C_0.jpg.3,0.128843791,4,True,True,0.128843791,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/dark/davids/high/C/dark_davids_high_C_0.jpg.4,0.131958541,4,True,True,0.131958541,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/dark/davids/high/C/dark_davids_high_C_0.jpg.5,0.160893583,4,True,True,0.160893583,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/dark/davids/high/C/dark_davids_high_C_0.jpg.6,0.228997584,4,True,True,0.228997584,"[1.0, 1.4142135623730951, 1.4142135623730951, 2.23606797749979]"
images_miniset/dark/davids/high/D/dark_davids_high_D_0.jpg.0,0.109369833,4,True,True,0.109369833,"[0.0, 0.0, 1.4142135623730951, 2.0]"
images_miniset/dark/davids/high/D/dark_davids_high_D_0.jpg.1,0.114109042,4,True,True,0.114109042,"[0.0, 0.0, 1.4142135623730951, 2.0]"
images_miniset/dark/davids/high/D/dark_davids_high_D_0.jpg.2,0.120117167,4,True,True,0.120117167,"[0.0, 0.0, 1.4142135623730951, 2.0]"
images_miniset/dark/davids/high/D/dark_davids_high_D_0.jpg.3,0.126228166,4,True,True,0.126228166,"[0.0, 0.0, 1.0, 2.0]"
images_miniset/dark/davids/high/D/dark_davids_high_D_0.jpg.4,0.129837917,4,True,True,0.129837917,"[0.0, 0.0, 1.4142135623730951, 2.0]"
images_miniset/dark/davids/high/D/dark_davids_high_D_0.jpg.5,0.154298958,4,True,True,0.154298958,"[0.0, 0.0, 1.0, 2.0]"
images_miniset/dark/davids/high/D/dark_davids_high_D_0.jpg.6,0.220536875,4,True,True,0.220536875,"[0.0, 0.0, 1.0, 1.0]"
images_miniset/dark/davids/medium/A/dark_davids_medium_A_0.jpg.0,0.112429167,3,True,False,0.112429167,"[0.0, 1.0, 2.23606797749979]"
images_miniset/dark/davids/medium/A/dark_davids_medium_A_0.jpg.1,0.117502208,3,True,False,0.117502208,"[0.0, 1.0, 2.23606797749979]"
images_miniset/dark/davids/medium/A/dark_davids_medium_A_0.jpg.2,0.122233041,4,True,True,0.122233041,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/dark/davids/medium/A/dark_davids_medium_A_0.jpg.3,0.128644,4,True,True,0.128644,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/dark/davids/medium/A/dark_davids_medium_A_0.jpg.4,0.133622709,4,True,True,0.133622709,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/dark/davids/medium/A/dark_davids_medium_A_0.jpg.5,0.156745125,4,True,True,0.156745125,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/dark/davids/medium/A/dark_davids_medium_A_0.jpg.6,0.204666459,4,True,True,0.204666459,"[1.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/dark/davids/medium/B/dark_davids_medium_B_0.jpg.0,0.112276,4,True,True,0.112276,"[1.0, 1.0, 1.4142135623730951, 2.0]"
images_miniset/dark/davids/medium/B/dark_davids_medium_B_0.jpg.1,0.117156917,4,True,True,0.117156917,"[1.0, 1.0, 1.4142135623730951, 2.0]"
images_miniset/dark/davids/medium/B/dark_davids_medium_B_0.jpg.2,0.122579458,4,True,True,0.122579458,"[1.0, 1.0, 1.4142135623730951, 2.0]"
images_miniset/dark/davids/medium/B/dark_davids_medium_B_0.jpg.3,0.128709458,5,True,False,0.128709458,"[1.0, 1.0, 1.4142135623730951, 2.0, 672.5659818932265]"
images_miniset/dark/davids/medium/B/dark_davids_medium_B_0.jpg.4,0.133493542,4,True,True,0.133493542,"[1.0, 1.0, 1.4142135623730951, 2.0]"
images_miniset/dark/davids/medium/B/dark_davids_medium_B_0.jpg.5,0.157857875,5,True,False,0.157857875,"[1.0, 1.0, 1.4142135623730951, 2.0, 672.5659818932265]"
images_miniset/dark/davids/medium/B/dark_davids_medium_B_0.jpg.6,0.221491583,6,True,False,0.221491583,"[1.0, 1.0, 1.4142135623730951, 2.0, 615.4421175057813, 671.8720116212611]"
images_miniset/dark/davids/medium/C/dark_davids_medium_C_0.jpg.0,0.112106333,4,True,True,0.112106333,"[0.0, 0.0, 1.0, 1.0]"
images_miniset/dark/davids/medium/C/dark_davids_medium_C_0.jpg.1,0.117467416,4,True,True,0.117467416,"[0.0, 0.0, 1.0, 1.0]"
images_miniset/dark/davids/medium/C/dark_davids_medium_C_0.jpg.2,0.122530417,4,True,True,0.122530417,"[0.0, 1.0, 1.0, 1.0]"
images_miniset/dark/davids/medium/C/dark_davids_medium_C_0.jpg.3,0.131089916,4,True,True,0.131089916,"[0.0, 1.0, 1.0, 1.0]"
images_miniset/dark/davids/medium/C/dark_davids_medium_C_0.jpg.4,0.134693541,4,True,True,0.134693541,"[0.0, 1.0, 1.0, 1.0]"
images_miniset/dark/davids/medium/C/dark_davids_medium_C_0.jpg.5,0.16119975,4,True,True,0.16119975,"[0.0, 1.0, 1.0, 1.0]"
images_miniset/dark/davids/medium/C/dark_davids_medium_C_0.jpg.6,0.235169292,4,True,True,0.235169292,"[0.0, 1.0, 1.0, 1.0]"
images_miniset/dark/davids/medium/D/dark_davids_medium_D_0.jpg.0,0.108914209,4,True,True,0.108914209,"[1.4142135623730951, 1.4142135623730951, 2.23606797749979, 2.23606797749979]"
images_miniset/dark/davids/medium/D/dark_davids_medium_D_0.jpg.1,0.114091708,4,True,True,0.114091708,"[1.4142135623730951, 1.4142135623730951, 2.23606797749979, 2.23606797749979]"
images_miniset/dark/davids/medium/D/dark_davids_medium_D_0.jpg.2,0.13094875,4,True,True,0.13094875,"[1.4142135623730951, 1.4142135623730951, 1.4142135623730951, 2.23606797749979]"
images_miniset/dark/davids/medium/D/dark_davids_medium_D_0.jpg.3,0.12393175,4,True,True,0.12393175,"[1.4142135623730951, 1.4142135623730951, 2.23606797749979, 2.23606797749979]"
images_miniset/dark/davids/medium/D/dark_davids_medium_D_0.jpg.4,0.129051291,4,True,True,0.129051291,"[1.4142135623730951, 1.4142135623730951, 1.4142135623730951, 2.23606797749979]"
images_miniset/dark/davids/medium/D/dark_davids_medium_D_0.jpg.5,0.150343458,4,True,True,0.150343458,"[1.4142135623730951, 1.4142135623730951, 2.23606797749979, 2.23606797749979]"
images_miniset/dark/davids/medium/D/dark_davids_medium_D_0.jpg.6,0.201459292,5,True,False,0.201459292,"[1.4142135623730951, 1.4142135623730951, 2.23606797749979, 3.0, 590.0]"
images_miniset/dark/davids/short/A/dark_davids_short_A_0.jpg.0,0.113750542,4,True,True,0.113750542,"[1.0, 2.0, 2.23606797749979, 3.605551275463989]"
images_miniset/dark/davids/short/A/dark_davids_short_A_0.jpg.1,0.118569292,4,True,True,0.118569292,"[1.0, 2.0, 2.23606797749979, 3.605551275463989]"
images_miniset/dark/davids/short/A/dark_davids_short_A_0.jpg.2,0.126134708,4,True,True,0.126134708,"[1.4142135623730951, 2.0, 2.23606797749979, 3.605551275463989]"
images_miniset/dark/davids/short/A/dark_davids_short_A_0.jpg.3,0.136572125,4,True,True,0.136572125,"[1.4142135623730951, 2.0, 2.23606797749979, 3.605551275463989]"
images_miniset/dark/davids/short/A/dark_davids_short_A_0.jpg.4,0.136716459,4,True,True,0.136716459,"[1.4142135623730951, 2.0, 2.23606797749979, 3.605551275463989]"
images_miniset/dark/davids/short/A/dark_davids_short_A_0.jpg.5,0.171296416,4,True,True,0.171296416,"[1.4142135623730951, 2.0, 2.23606797749979, 3.605551275463989]"
images_miniset/dark/davids/short/A/dark_davids_short_A_0.jpg.6,0.253378959,4,True,True,0.253378959,"[1.4142135623730951, 2.0, 2.23606797749979, 3.605551275463989]"
images_miniset/dark/davids/short/B/dark_davids_short_B_0.jpg.0,0.113918834,4,True,True,0.113918834,"[1.4142135623730951, 1.4142135623730951, 2.0, 3.605551275463989]"
images_miniset/dark/davids/short/B/dark_davids_short_B_0.jpg.1,0.119853375,4,True,True,0.119853375,"[1.4142135623730951, 1.4142135623730951, 2.0, 3.605551275463989]"
images_miniset/dark/davids/short/B/dark_davids_short_B_0.jpg.2,0.125583458,4,True,True,0.125583458,"[1.4142135623730951, 1.4142135623730951, 2.0, 3.605551275463989]"
images_miniset/dark/davids/short/B/dark_davids_short_B_0.jpg.3,0.13146625,4,True,True,0.13146625,"[1.4142135623730951, 1.4142135623730951, 2.0, 3.605551275463989]"
images_miniset/dark/davids/short/B/dark_davids_short_B_0.jpg.4,0.1370905,4,True,True,0.1370905,"[1.4142135623730951, 1.4142135623730951, 2.0, 3.605551275463989]"
images_miniset/dark/davids/short/B/dark_davids_short_B_0.jpg.5,0.161459959,4,True,True,0.161459959,"[1.4142135623730951, 1.4142135623730951, 2.0, 3.605551275463989]"
images_miniset/dark/davids/short/B/dark_davids_short_B_0.jpg.6,0.224724833,4,True,True,0.224724833,"[1.4142135623730951, 1.4142135623730951, 2.0, 3.605551275463989]"
images_miniset/dark/davids/short/C/dark_davids_short_C_0.jpg.0,0.110074,2,True,False,0.110074,"[1.0, 1.4142135623730951]"
images_miniset/dark/davids/short/C/dark_davids_short_C_0.jpg.1,0.1150305,2,True,False,0.1150305,"[1.0, 1.4142135623730951]"
images_miniset/dark/davids/short/C/dark_davids_short_C_0.jpg.2,0.119562708,4,True,True,0.119562708,"[1.4142135623730951, 1.4142135623730951, 1.4142135623730951, 2.23606797749979]"
images_miniset/dark/davids/short/C/dark_davids_short_C_0.jpg.3,0.12518575,4,True,True,0.12518575,"[1.4142135623730951, 1.4142135623730951, 1.4142135623730951, 2.23606797749979]"
images_miniset/dark/davids/short/C/dark_davids_short_C_0.jpg.4,0.128513958,4,True,True,0.128513958,"[1.4142135623730951, 1.4142135623730951, 1.4142135623730951, 2.23606797749979]"
images_miniset/dark/davids/short/C/dark_davids_short_C_0.jpg.5,0.1508025,4,True,True,0.1508025,"[1.4142135623730951, 1.4142135623730951, 1.4142135623730951, 2.23606797749979]"
images_miniset/dark/davids/short/C/dark_davids_short_C_0.jpg.6,0.199175333,4,True,True,0.199175333,"[1.0, 1.4142135623730951, 1.4142135623730951, 2.23606797749979]"
images_miniset/dark/davids/short/D/dark_davids_short_D_0.jpg.0,0.113298833,4,True,True,0.113298833,"[0.0, 1.0, 1.4142135623730951, 1.4142135623730951]"
images_miniset/dark/davids/short/D/dark_davids_short_D_0.jpg.1,0.11910525,4,True,True,0.11910525,"[0.0, 1.0, 1.4142135623730951, 1.4142135623730951]"
images_miniset/dark/davids/short/D/dark_davids_short_D_0.jpg.2,0.125240291,4,True,True,0.125240291,"[0.0, 1.0, 1.4142135623730951, 1.4142135623730951]"
images_miniset/dark/davids/short/D/dark_davids_short_D_0.jpg.3,0.131820292,5,True,False,0.131820292,"[0.0, 1.0, 1.4142135623730951, 1.4142135623730951, 435.0]"
images_miniset/dark/davids/short/D/dark_davids_short_D_0.jpg.4,0.137528167,4,True,True,0.137528167,"[0.0, 1.0, 1.4142135623730951, 1.4142135623730951]"
images_miniset/dark/davids/short/D/dark_davids_short_D_0.jpg.5,0.160506583,5,True,False,0.160506583,"[0.0, 1.0, 1.4142135623730951, 1.4142135623730951, 435.0]"
images_miniset/dark/davids/short/D/dark_davids_short_D_0.jpg.6,0.217415875,5,True,False,0.217415875,"[0.0, 1.0, 1.4142135623730951, 1.4142135623730951, 435.0]"
images_miniset/dark/jack_cole/high/A/dark_jack_cole_high_A_0.jpg.0,0.110089083,4,True,True,0.110089083,"[0.0, 0.0, 1.4142135623730951, 2.0]"
images_miniset/dark/jack_cole/high/A/dark_jack_cole_high_A_0.jpg.1,0.114165833,4,True,True,0.114165833,"[0.0, 0.0, 1.4142135623730951, 2.0]"
images_miniset/dark/jack_cole/high/A/dark_jack_cole_high_A_0.jpg.2,0.120829625,4,True,True,0.120829625,"[0.0, 0.0, 1.4142135623730951, 2.0]"
images_miniset/dark/jack_cole/high/A/dark_jack_cole_high_A_0.jpg.3,0.133222416,4,True,True,0.133222416,"[0.0, 0.0, 1.4142135623730951, 2.0]"
images_miniset/dark/jack_cole/high/A/dark_jack_cole_high_A_0.jpg.4,0.129962584,4,True,True,0.129962584,"[0.0, 0.0, 1.4142135623730951, 2.0]"
images_miniset/dark/jack_cole/high/A/dark_jack_cole_high_A_0.jpg.5,0.163066375,4,True,True,0.163066375,"[0.0, 0.0, 1.4142135623730951, 2.0]"
images_miniset/dark/jack_cole/high/A/dark_jack_cole_high_A_0.jpg.6,0.225461917,4,True,True,0.225461917,"[0.0, 0.0, 1.4142135623730951, 2.0]"
images_miniset/dark/jack_cole/high/B/dark_jack_cole_high_B_0.jpg.0,0.1068855,4,True,True,0.1068855,"[0.0, 1.0, 1.0, 1.0]"
images_miniset/dark/jack_cole/high/B/dark_jack_cole_high_B_0.jpg.1,0.110752875,4,True,True,0.110752875,"[0.0, 1.0, 1.0, 1.0]"
images_miniset/dark/jack_cole/high/B/dark_jack_cole_high_B_0.jpg.2,0.114516042,4,True,True,0.114516042,"[1.0, 1.0, 1.0, 1.0]"
images_miniset/dark/jack_cole/high/B/dark_jack_cole_high_B_0.jpg.3,0.119769542,4,True,True,0.119769542,"[0.0, 1.0, 1.0, 1.0]"
images_miniset/dark/jack_cole/high/B/dark_jack_cole_high_B_0.jpg.4,0.123309042,4,True,True,0.123309042,"[1.0, 1.0, 1.0, 1.0]"
images_miniset/dark/jack_cole/high/B/dark_jack_cole_high_B_0.jpg.5,0.142602791,4,True,True,0.142602791,"[0.0, 1.0, 1.0, 1.0]"
images_miniset/dark/jack_cole/high/B/dark_jack_cole_high_B_0.jpg.6,0.200523583,4,True,True,0.200523583,"[1.0, 1.0, 1.0, 1.0]"
images_miniset/dark/jack_cole/high/C/dark_jack_cole_high_C_0.jpg.0,0.109696875,4,True,True,0.109696875,"[1.0, 1.4142135623730951, 2.0, 2.23606797749979]"
images_miniset/dark/jack_cole/high/C/dark_jack_cole_high_C_0.jpg.1,0.114039333,4,True,True,0.114039333,"[1.0, 1.4142135623730951, 2.0, 2.23606797749979]"
images_miniset/dark/jack_cole/high/C/dark_jack_cole_high_C_0.jpg.2,0.118957833,4,True,True,0.118957833,"[1.0, 1.4142135623730951, 2.0, 2.23606797749979]"
images_miniset/dark/jack_cole/high/C/dark_jack_cole_high_C_0.jpg.3,0.128699625,4,True,True,0.128699625,"[1.0, 1.4142135623730951, 2.0, 2.23606797749979]"
images_miniset/dark/jack_cole/high/C/dark_jack_cole_high_C_0.jpg.4,0.127740958,4,True,True,0.127740958,"[1.0, 1.4142135623730951, 2.0, 2.23606797749979]"
images_miniset/dark/jack_cole/high/C/dark_jack_cole_high_C_0.jpg.5,0.155930416,4,True,True,0.155930416,"[1.0, 1.4142135623730951, 2.0, 2.23606797749979]"
images_miniset/dark/jack_cole/high/C/dark_jack_cole_high_C_0.jpg.6,0.218468375,4,True,True,0.218468375,"[1.0, 1.4142135623730951, 2.0, 2.23606797749979]"
images_miniset/dark/jack_cole/high/D/dark_jack_cole_high_D_0.jpg.0,0.107673958,4,True,True,0.107673958,"[1.4142135623730951, 1.4142135623730951, 2.0, 2.23606797749979]"
images_miniset/dark/jack_cole/high/D/dark_jack_cole_high_D_0.jpg.1,0.110792084,4,True,True,0.110792084,"[1.4142135623730951, 1.4142135623730951, 2.0, 2.23606797749979]"
images_miniset/dark/jack_cole/high/D/dark_jack_cole_high_D_0.jpg.2,0.116799125,4,True,True,0.116799125,"[1.0, 1.4142135623730951, 2.0, 2.23606797749979]"
images_miniset/dark/jack_cole/high/D/dark_jack_cole_high_D_0.jpg.3,0.1272445,4,True,True,0.1272445,"[1.0, 1.0, 2.0, 2.23606797749979]"
images_miniset/dark/jack_cole/high/D/dark_jack_cole_high_D_0.jpg.4,0.123893625,4,True,True,0.123893625,"[1.0, 1.4142135623730951, 2.0, 2.23606797749979]"
images_miniset/dark/jack_cole/high/D/dark_jack_cole_high_D_0.jpg.5,0.160293625,4,True,True,0.160293625,"[1.0, 1.0, 2.0, 2.23606797749979]"
images_miniset/dark/jack_cole/high/D/dark_jack_cole_high_D_0.jpg.6,0.209504584,4,True,True,0.209504584,"[1.0, 1.0, 2.0, 2.8284271247461903]"
images_miniset/dark/jack_cole/medium/A/dark_jack_cole_medium_A_0.jpg.0,0.107094709,4,True,True,0.107094709,"[1.0, 1.0, 1.0, 2.23606797749979]"
images_miniset/dark/jack_cole/medium/A/dark_jack_cole_medium_A_0.jpg.1,0.112108458,4,True,True,0.112108458,"[1.0, 1.0, 1.0, 2.23606797749979]"
images_miniset/dark/jack_cole/medium/A/dark_jack_cole_medium_A_0.jpg.2,0.115747209,4,True,True,0.115747209,"[1.0, 1.0, 1.0, 2.23606797749979]"
images_miniset/dark/jack_cole/medium/A/dark_jack_cole_medium_A_0.jpg.3,0.1240745,4,True,True,0.1240745,"[1.0, 1.0, 1.0, 2.23606797749979]"
images_miniset/dark/jack_cole/medium/A/dark_jack_cole_medium_A_0.jpg.4,0.124274709,4,True,True,0.124274709,"[1.0, 1.0, 1.0, 2.23606797749979]"
images_miniset/dark/jack_cole/medium/A/dark_jack_cole_medium_A_0.jpg.5,0.149082,4,True,True,0.149082,"[1.0, 1.0, 1.0, 2.23606797749979]"
images_miniset/dark/jack_cole/medium/A/dark_jack_cole_medium_A_0.jpg.6,0.213634,4,True,True,0.213634,"[1.0, 1.0, 1.0, 2.23606797749979]"
images_miniset/dark/jack_cole/medium/B/dark_jack_cole_medium_B_0.jpg.0,0.107541583,4,True,True,0.107541583,"[1.4142135623730951, 1.4142135623730951, 2.23606797749979, 3.0]"
images_miniset/dark/jack_cole/medium/B/dark_jack_cole_medium_B_0.jpg.1,0.112071042,4,True,True,0.112071042,"[1.4142135623730951, 1.4142135623730951, 2.23606797749979, 3.0]"
images_miniset/dark/jack_cole/medium/B/dark_jack_cole_medium_B_0.jpg.2,0.118679459,4,True,True,0.118679459,"[1.4142135623730951, 1.4142135623730951, 2.23606797749979, 3.0]"
images_miniset/dark/jack_cole/medium/B/dark_jack_cole_medium_B_0.jpg.3,0.12902025,4,True,True,0.12902025,"[1.4142135623730951, 1.4142135623730951, 2.23606797749979, 3.0]"
images_miniset/dark/jack_cole/medium/B/dark_jack_cole_medium_B_0.jpg.4,0.126531625,4,True,True,0.126531625,"[1.4142135623730951, 1.4142135623730951, 2.23606797749979, 3.0]"
images_miniset/dark/jack_cole/medium/B/dark_jack_cole_medium_B_0.jpg.5,0.156831209,4,True,True,0.156831209,"[1.4142135623730951, 1.4142135623730951, 2.23606797749979, 3.0]"
images_miniset/dark/jack_cole/medium/B/dark_jack_cole_medium_B_0.jpg.6,0.208441542,4,True,True,0.208441542,"[1.4142135623730951, 1.4142135623730951, 2.23606797749979, 3.0]"
images_miniset/dark/jack_cole/medium/C/dark_jack_cole_medium_C_0.jpg.0,0.106575458,4,True,True,0.106575458,"[0.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/dark/jack_cole/medium/C/dark_jack_cole_medium_C_0.jpg.1,0.111241209,4,True,True,0.111241209,"[0.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/dark/jack_cole/medium/C/dark_jack_cole_medium_C_0.jpg.2,0.115163959,4,True,True,0.115163959,"[0.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/dark/jack_cole/medium/C/dark_jack_cole_medium_C_0.jpg.3,0.12126875,4,True,True,0.12126875,"[0.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/dark/jack_cole/medium/C/dark_jack_cole_medium_C_0.jpg.4,0.124460791,4,True,True,0.124460791,"[0.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/dark/jack_cole/medium/C/dark_jack_cole_medium_C_0.jpg.5,0.14444775,4,True,True,0.14444775,"[0.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/dark/jack_cole/medium/C/dark_jack_cole_medium_C_0.jpg.6,0.210693084,4,True,True,0.210693084,"[0.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/dark/jack_cole/medium/D/dark_jack_cole_medium_D_0.jpg.0,0.1089905,4,True,True,0.1089905,"[1.0, 2.0, 2.0, 3.1622776601683795]"
images_miniset/dark/jack_cole/medium/D/dark_jack_cole_medium_D_0.jpg.1,0.11291875,4,True,True,0.11291875,"[1.0, 2.0, 2.0, 3.1622776601683795]"
images_miniset/dark/jack_cole/medium/D/dark_jack_cole_medium_D_0.jpg.2,0.120025,4,True,True,0.120025,"[1.0, 2.0, 2.0, 3.1622776601683795]"
images_miniset/dark/jack_cole/medium/D/dark_jack_cole_medium_D_0.jpg.3,0.127862584,4,True,True,0.127862584,"[1.0, 2.0, 2.0, 3.1622776601683795]"
images_miniset/dark/jack_cole/medium/D/dark_jack_cole_medium_D_0.jpg.4,0.129084917,4,True,True,0.129084917,"[1.0, 2.0, 2.0, 3.1622776601683795]"
images_miniset/dark/jack_cole/medium/D/dark_jack_cole_medium_D_0.jpg.5,0.159439584,4,True,True,0.159439584,"[1.0, 2.0, 2.0, 3.1622776601683795]"
images_miniset/dark/jack_cole/medium/D/dark_jack_cole_medium_D_0.jpg.6,0.213079625,4,True,True,0.213079625,"[1.0, 2.0, 2.0, 3.1622776601683795]"
images_miniset/dark/jack_cole/short/A/dark_jack_cole_short_A_0.jpg.0,0.107638625,4,True,True,0.107638625,"[0.0, 1.0, 1.4142135623730951, 2.0]"
images_miniset/dark/jack_cole/short/A/dark_jack_cole_short_A_0.jpg.1,0.110459416,4,True,True,0.110459416,"[0.0, 1.0, 1.4142135623730951, 2.0]"
images_miniset/dark/jack_cole/short/A/dark_jack_cole_short_A_0.jpg.2,0.116522292,4,True,True,0.116522292,"[1.0, 1.0, 1.4142135623730951, 2.0]"
images_miniset/dark/jack_cole/short/A/dark_jack_cole_short_A_0.jpg.3,0.122588875,4,True,True,0.122588875,"[1.0, 1.0, 1.4142135623730951, 2.0]"
images_miniset/dark/jack_cole/short/A/dark_jack_cole_short_A_0.jpg.4,0.124609458,4,True,True,0.124609458,"[1.0, 1.0, 1.4142135623730951, 2.0]"
images_miniset/dark/jack_cole/short/A/dark_jack_cole_short_A_0.jpg.5,0.150016292,4,True,True,0.150016292,"[1.0, 1.0, 1.4142135623730951, 2.0]"
images_miniset/dark/jack_cole/short/A/dark_jack_cole_short_A_0.jpg.6,0.212701167,4,True,True,0.212701167,"[1.0, 1.0, 1.4142135623730951, 2.0]"
images_miniset/dark/jack_cole/short/B/dark_jack_cole_short_B_0.jpg.0,0.109314792,4,True,True,0.109314792,"[1.4142135623730951, 2.0, 2.23606797749979, 3.1622776601683795]"
images_miniset/dark/jack_cole/short/B/dark_jack_cole_short_B_0.jpg.1,0.113663542,4,True,True,0.113663542,"[1.4142135623730951, 2.0, 2.23606797749979, 3.1622776601683795]"
images_miniset/dark/jack_cole/short/B/dark_jack_cole_short_B_0.jpg.2,0.119849208,4,True,True,0.119849208,"[1.0, 1.4142135623730951, 2.23606797749979, 3.1622776601683795]"
images_miniset/dark/jack_cole/short/B/dark_jack_cole_short_B_0.jpg.3,0.127859958,4,True,True,0.127859958,"[1.0, 1.4142135623730951, 2.23606797749979, 3.1622776601683795]"
images_miniset/dark/jack_cole/short/B/dark_jack_cole_short_B_0.jpg.4,0.129195083,4,True,True,0.129195083,"[1.0, 1.4142135623730951, 2.23606797749979, 3.1622776601683795]"
images_miniset/dark/jack_cole/short/B/dark_jack_cole_short_B_0.jpg.5,0.15386625,4,True,True,0.15386625,"[1.0, 1.4142135623730951, 2.23606797749979, 3.1622776601683795]"
images_miniset/dark/jack_cole/short/B/dark_jack_cole_short_B_0.jpg.6,0.230431333,4,True,True,0.230431333,"[1.4142135623730951, 2.0, 2.23606797749979, 3.1622776601683795]"
images_miniset/dark/jack_cole/short/C/dark_jack_cole_short_C_0.jpg.0,0.1103075,4,True,True,0.1103075,"[1.4142135623730951, 2.0, 2.23606797749979, 2.23606797749979]"
images_miniset/dark/jack_cole/short/C/dark_jack_cole_short_C_0.jpg.1,0.114983583,4,True,True,0.114983583,"[1.4142135623730951, 2.0, 2.23606797749979, 2.23606797749979]"
